transaction_id,item_id,item_quantity,item_total_price,payment_type_id,location_type_id,transaction_date
TXN_1259340,8,3,4.5,3,0,2023-02-24
TXN_3893480,3,3,3.0,0,0,2023-12-24
TXN_2614271,0,2,8.0,3,0,2023-08-03
TXN_8295765,1,4,12.0,0,2,2023-04-05
TXN_1324760,8,4,6.0,1,1,2023-01-18
TXN_8292441,5,1,5.0,1,2,2023-09-15
TXN_6663486,2,3,6.0,0,0,2023-11-02
TXN_9423451,2,1,2.0,0,0,2023-10-22
TXN_3792125,5,5,25.0,2,1,2023-08-25
TXN_7021504,3,2,2.0,0,1,2023-05-31
TXN_8608811,1,5,15.0,2,2,2023-01-05
TXN_4844386,0,5,15.0,2,1,2023-10-28
TXN_4368729,2,3,6.0,3,1,2023-06-11
TXN_5072156,8,3,4.5,3,2,2023-07-24
TXN_5763520,5,1,5.0,0,0,2023-01-17
TXN_4877933,4,5,15.0,3,1,2023-01-12
TXN_8854384,4,5,15.0,1,2,2023-08-12
TXN_3308378,3,4,4.0,3,0,2023-04-28
TXN_4355766,3,5,5.0,3,0,2023-11-07
TXN_5644235,5,4,20.0,1,1,2023-03-25
TXN_5331285,6,3,12.0,3,0,2023-03-12
TXN_7620397,3,4,4.0,0,0,2023-12-24
TXN_1214868,4,4,12.0,1,1,2023-07-30
TXN_5117595,7,4,16.0,1,1,2023-02-05
TXN_9708144,7,3,12.0,1,0,2023-04-18
TXN_8266689,0,5,15.0,1,1,2023-12-03
TXN_3589166,8,1,1.5,0,0,2023-02-02
TXN_3943672,6,4,16.0,2,0,2023-10-21
TXN_8988279,7,2,8.0,0,1,2023-08-08
TXN_4269933,7,2,8.0,0,2,2023-03-28
TXN_2234460,8,2,3.0,0,2,2023-08-15
TXN_4356564,2,2,4.0,2,2,2023-10-05
TXN_2223047,2,2,4.0,0,2,2023-06-14
TXN_9469735,1,1,3.0,0,1,2023-12-31
TXN_6762250,3,2,2.0,3,2,2023-06-17
TXN_8553273,4,5,15.0,1,1,2023-01-15
TXN_8713971,8,1,1.5,1,0,2023-08-26
TXN_4076575,7,3,12.0,0,2,2023-01-18
TXN_2432379,2,1,2.0,2,1,2023-10-24
TXN_3187634,2,5,10.0,3,2,2023-09-01
TXN_1961943,7,3,12.0,3,1,2023-11-05
TXN_5908104,6,2,8.0,2,0,2023-05-12
TXN_1355212,2,2,4.0,0,0,2023-05-25
TXN_2155393,4,2,6.0,3,1,2023-07-12
TXN_3485938,5,4,20.0,1,2,2023-05-28
TXN_9449037,2,4,8.0,0,2,2023-04-30
TXN_3114654,4,3,9.0,0,1,2023-12-01
TXN_5837801,5,1,5.0,2,1,2023-01-25
TXN_1336470,8,1,1.5,1,0,2023-12-22
TXN_2544724,1,5,15.0,3,2,2023-12-28
TXN_1035504,7,2,8.0,3,2,2023-03-30
TXN_2576799,4,1,3.0,1,0,2023-03-12
TXN_4659155,4,1,3.0,0,0,2023-04-13
TXN_9781961,2,1,2.0,2,1,2023-12-01
TXN_5313347,3,2,2.0,3,2,2023-12-10
TXN_7926510,5,4,20.0,1,0,2023-10-03
TXN_3477975,6,4,16.0,0,0,2023-02-26
TXN_6736084,4,1,3.0,0,2,2023-04-19
TXN_5573731,6,4,16.0,1,0,2023-01-15
TXN_2760327,5,1,5.0,0,2,2023-02-16
TXN_5540067,8,4,6.0,0,0,2023-08-24
TXN_7585599,1,1,3.0,2,0,2023-01-12
TXN_6333241,2,2,4.0,3,0,2023-09-15
TXN_1635631,3,4,4.0,2,0,2023-07-04
TXN_8907996,6,4,16.0,1,1,2023-02-19
TXN_3206049,2,4,8.0,0,0,2023-03-27
TXN_4620647,2,1,2.0,3,0,2023-07-15
TXN_5348915,4,1,3.0,3,2,2023-07-09
TXN_4036214,1,2,6.0,2,0,2023-10-17
TXN_6323914,4,1,3.0,2,1,2023-03-19
TXN_7804128,6,5,20.0,3,1,2023-02-12
TXN_6228313,0,4,12.0,0,0,2023-01-24
TXN_2930752,1,2,6.0,2,0,2023-03-04
TXN_3477101,3,4,4.0,0,2,2023-05-02
TXN_2210265,4,2,6.0,2,2,2023-06-14
TXN_5534515,7,1,4.0,2,2,2023-02-09
TXN_9561380,6,1,4.0,3,2,2023-08-11
TXN_3038078,3,1,1.0,2,2,2023-04-06
TXN_5652473,7,4,16.0,0,0,2023-03-19
TXN_5222822,5,1,5.0,0,1,2023-11-20
TXN_6238191,7,4,16.0,0,1,2023-10-27
TXN_1244593,5,5,25.0,0,1,2023-04-11
TXN_9749175,1,1,3.0,2,1,2023-09-07
TXN_4502314,3,3,3.0,2,0,2023-06-02
TXN_5476846,8,4,6.0,2,2,
TXN_3703964,6,2,8.0,2,2,2023-09-23
TXN_1554195,7,2,8.0,3,0,2023-10-22
TXN_1025152,3,4,4.0,0,0,2023-08-19
TXN_3429942,7,3,12.0,3,1,2023-04-24
TXN_2134660,0,5,15.0,2,1,2023-11-08
TXN_8944175,5,3,15.0,3,0,2023-11-30
TXN_4680399,4,5,15.0,3,0,2023-04-07
TXN_5328065,1,5,15.0,1,0,2023-09-18
TXN_9202496,1,5,15.0,2,1,2023-07-19
TXN_2914953,1,2,6.0,1,1,2023-07-25
TXN_6068148,1,3,9.0,0,1,2023-08-11
TXN_1216051,1,4,12.0,3,2,2023-10-28
TXN_3943327,4,1,3.0,0,0,2023-05-20
TXN_5268025,3,5,5.0,3,1,2023-05-19
TXN_9952441,7,1,4.0,1,1,2023-09-05
TXN_7354271,3,4,4.0,0,1,2023-04-12
TXN_3358494,2,5,10.0,3,2,2023-06-22
TXN_2966507,3,3,3.0,0,1,2023-04-25
TXN_9752586,8,2,3.0,3,0,2023-06-14
TXN_1324968,3,3,3.0,2,1,2023-01-05
TXN_8424417,7,2,8.0,0,2,2023-10-21
TXN_3985920,5,5,25.0,3,1,2023-03-29
TXN_7335526,6,4,16.0,1,1,2023-06-03
TXN_5989987,7,4,16.0,1,0,2023-08-02
TXN_8132632,8,3,4.5,0,0,2023-07-26
TXN_2408294,6,4,16.0,3,1,2023-12-26
TXN_7380756,5,1,5.0,3,2,2023-10-16
TXN_1145888,2,4,8.0,0,0,2023-01-26
TXN_3845754,8,4,6.0,0,2,2023-11-25
TXN_1315214,8,2,3.0,3,1,2023-11-03
TXN_7602467,3,1,1.0,2,2,2023-10-17
TXN_1672708,5,4,20.0,0,0,2023-04-04
TXN_4979250,8,3,4.5,1,1,2023-11-01
TXN_2809397,5,2,10.0,3,2,2023-09-13
TXN_8752130,4,2,6.0,2,2,2023-10-23
TXN_7326075,3,1,1.0,1,0,2023-06-12
TXN_9134257,2,3,6.0,3,2,2023-05-19
TXN_9944832,2,3,6.0,0,0,2023-12-25
TXN_8329302,4,3,9.0,0,2,
TXN_9639317,1,3,9.0,1,0,2023-12-28
TXN_7707761,8,3,4.5,2,0,2023-03-08
TXN_3177517,8,1,1.5,2,1,2023-02-22
TXN_5353855,0,3,12.0,2,2,2023-12-24
TXN_3106811,4,3,9.0,1,2,2023-09-27
TXN_3475342,4,3,9.0,0,1,2023-04-24
TXN_8017663,2,2,4.0,0,0,2023-05-18
TXN_6309965,1,5,15.0,3,2,2023-06-14
TXN_7146871,2,2,4.0,0,0,2023-09-20
TXN_2661443,4,2,6.0,2,0,2023-06-30
TXN_6954434,4,3,9.0,1,2,2023-02-23
TXN_3578712,8,5,7.5,2,0,2023-08-15
TXN_6131350,6,2,8.0,2,0,2023-09-28
TXN_9207050,3,5,5.0,3,1,2023-07-21
TXN_5351656,8,1,1.5,0,2,2023-03-02
TXN_8905718,8,5,7.5,0,1,2023-09-07
TXN_1938148,1,2,6.0,2,2,2023-06-07
TXN_2024598,6,1,4.0,3,1,2023-01-01
TXN_7145872,5,5,25.0,3,2,2023-04-15
TXN_8140560,1,5,15.0,0,2,2023-06-29
TXN_6591756,3,5,5.0,0,0,2023-03-09
TXN_9004306,2,4,8.0,2,1,2023-05-26
TXN_7899686,0,1,4.0,3,2,2023-09-09
TXN_7092761,5,4,20.0,0,0,2023-05-11
TXN_6360436,1,2,6.0,3,2,2023-09-13
TXN_3295247,2,5,10.0,3,0,2023-08-25
TXN_5822344,6,5,20.0,1,1,2023-09-27
TXN_4266069,2,1,2.0,0,0,2023-12-25
TXN_9470768,7,5,20.0,2,0,2023-09-27
TXN_1540181,8,3,4.5,0,2,2023-08-17
TXN_6688020,5,5,25.0,0,0,2023-09-05
TXN_4181147,2,4,8.0,0,2,2023-02-18
TXN_7211792,8,3,4.5,0,2,2023-11-27
TXN_6568978,1,3,9.0,3,0,2023-03-12
TXN_6670607,4,5,15.0,0,2,2023-01-06
TXN_9773606,8,2,3.0,1,2,2023-12-04
TXN_9762035,7,1,4.0,1,2,2023-08-21
TXN_4493661,6,1,4.0,1,0,2023-07-08
TXN_4617139,4,4,12.0,0,0,2023-04-12
TXN_5339625,7,5,20.0,3,0,2023-06-29
TXN_9657636,1,1,3.0,1,2,2023-07-08
TXN_1375992,2,5,10.0,2,1,2023-03-23
TXN_2077318,4,2,6.0,3,1,2023-08-24
TXN_8232653,5,5,25.0,1,0,2023-04-21
TXN_4624436,6,1,4.0,0,0,2023-05-22
TXN_6158865,3,1,1.0,3,0,2023-11-27
TXN_6148337,3,2,2.0,0,1,2023-09-27
TXN_9096951,7,3,12.0,1,2,2023-06-28
TXN_7080148,1,3,9.0,0,0,2023-12-30
TXN_4275169,5,1,5.0,0,2,2023-06-27
TXN_9005396,4,4,12.0,1,0,2023-08-10
TXN_2466036,2,5,10.0,0,2,2023-08-31
TXN_1533790,1,4,12.0,3,2,2023-07-21
TXN_7090165,6,5,20.0,3,1,2023-08-30
TXN_9533792,3,3,3.0,3,1,2023-09-01
TXN_4995910,1,5,15.0,0,0,2023-03-10
TXN_9174916,2,3,6.0,2,0,2023-06-21
TXN_8121601,4,4,12.0,0,1,2023-07-02
TXN_5882077,6,3,12.0,0,2,2023-03-10
TXN_3163681,6,2,8.0,0,0,2023-05-11
TXN_2849719,2,5,10.0,3,2,2023-06-23
TXN_9623460,6,3,12.0,3,1,2023-01-17
TXN_3359704,5,3,15.0,3,1,2023-07-23
TXN_7093219,7,4,16.0,2,0,2023-06-06
TXN_2444408,6,2,8.0,3,1,2023-05-11
TXN_2475111,3,3,3.0,0,2,2023-03-31
TXN_3296152,5,3,15.0,2,1,2023-10-20
TXN_5157855,5,1,5.0,3,0,2023-08-18
TXN_2887411,7,2,8.0,1,1,2023-01-16
TXN_7543369,8,5,7.5,3,2,2023-11-18
TXN_9561441,8,5,7.5,1,1,2023-11-11
TXN_5595584,7,2,8.0,0,1,2023-10-19
TXN_1158197,2,2,4.0,0,2,2023-05-21
TXN_3633955,6,4,16.0,1,1,2023-09-20
TXN_2761949,5,3,15.0,2,1,2023-10-01
TXN_4967355,6,2,8.0,0,1,2023-04-25
TXN_8062897,7,2,8.0,3,2,2023-10-02
TXN_4831426,4,4,12.0,2,0,2023-02-27
TXN_3995843,0,3,12.0,0,1,2023-12-31
TXN_4284492,4,3,9.0,0,2,2023-05-30
TXN_9942634,8,5,7.5,0,2,2023-01-17
TXN_7104682,3,5,5.0,0,2,2023-08-31
TXN_5745955,7,4,16.0,2,0,
TXN_6866209,7,5,20.0,3,1,2023-05-20
TXN_7573801,1,2,6.0,0,1,2023-12-14
TXN_9681880,2,3,6.0,1,1,2023-03-21
TXN_2559288,5,4,20.0,2,0,2023-12-27
TXN_9188692,1,0,0.0,2,0,2023-12-01
TXN_2936975,8,1,1.5,3,2,2023-10-05
TXN_5027125,5,3,15.0,1,1,2023-07-06
TXN_7433758,3,1,1.0,1,0,2023-06-09
TXN_2092288,2,1,2.0,2,2,2023-03-30
TXN_5701303,2,1,2.0,3,2,2023-09-08
TXN_7323833,0,3,12.0,2,0,2023-04-09
TXN_5161371,1,2,6.0,2,1,2023-01-17
TXN_6228918,1,1,3.0,3,1,
TXN_1132566,1,3,9.0,1,0,2023-02-27
TXN_3713527,3,4,4.0,0,2,2023-03-08
TXN_1719440,3,5,5.0,3,2,2023-07-13
TXN_6273703,8,2,3.0,2,0,2023-12-24
TXN_2050017,6,4,16.0,0,2,2023-03-24
TXN_6797827,6,1,4.0,2,0,2023-06-16
TXN_6885626,1,5,15.0,0,1,2023-08-06
TXN_3729074,5,3,15.0,2,1,2023-04-15
TXN_7418962,7,4,16.0,1,0,2023-03-07
TXN_7217537,5,3,15.0,1,1,2023-12-19
TXN_7904970,8,2,3.0,2,2,2023-05-23
TXN_8845592,6,5,20.0,2,1,2023-11-12
TXN_2402637,0,2,8.0,0,2,2023-06-18
TXN_2081985,2,2,4.0,3,0,2023-03-24
TXN_5664467,8,4,6.0,3,2,2023-11-06
TXN_2275523,8,4,6.0,3,0,2023-09-02
TXN_7230977,0,5,15.0,0,2,2023-08-24
TXN_6451747,5,4,20.0,1,0,2023-05-23
TXN_2680626,1,3,9.0,1,1,2023-01-08
TXN_8668840,1,5,15.0,3,0,2023-10-03
TXN_5390428,4,2,6.0,0,1,2023-11-25
TXN_5009367,4,3,9.0,2,1,2023-04-19
TXN_5930921,3,2,2.0,3,2,
TXN_3067854,1,1,3.0,2,0,2023-07-08
TXN_6401072,7,4,16.0,1,2,2023-07-28
TXN_6377597,3,1,1.0,0,1,
TXN_6799966,8,4,6.0,3,0,2023-03-03
TXN_5080934,4,3,9.0,1,2,2023-12-10
TXN_8684125,5,2,10.0,2,1,2023-03-08
TXN_1647077,7,2,8.0,0,0,2023-08-19
TXN_9769782,7,5,20.0,1,2,
TXN_8167808,1,3,9.0,1,1,2023-02-03
TXN_4541998,6,1,4.0,0,2,2023-01-13
TXN_3369789,6,5,20.0,0,0,2023-04-15
TXN_7973461,8,3,4.5,0,1,2023-04-11
TXN_7753587,1,1,3.0,2,2,2023-03-28
TXN_4490958,2,2,4.0,0,0,2023-03-30
TXN_8715515,0,5,15.0,2,2,2023-07-23
TXN_8242126,5,4,20.0,3,1,2023-11-20
TXN_2972659,8,3,4.5,0,0,2023-12-16
TXN_5685028,1,5,15.0,3,2,2023-08-12
TXN_9835620,4,2,6.0,0,0,2023-06-09
TXN_9245124,8,4,6.0,3,1,2023-04-19
TXN_8619762,7,4,16.0,1,2,2023-08-05
TXN_5983031,4,3,9.0,3,1,2023-03-09
TXN_8730549,7,4,16.0,0,2,2023-02-04
TXN_6889867,6,5,20.0,1,0,2023-03-07
TXN_9035484,2,2,4.0,1,0,2023-06-29
TXN_2505327,4,2,6.0,0,0,
TXN_9972525,2,4,8.0,0,0,2023-07-31
TXN_3315026,4,5,15.0,1,0,2023-11-06
TXN_3613385,3,3,3.0,0,2,2023-05-26
TXN_9629541,6,5,20.0,3,0,2023-12-18
TXN_7503640,5,3,15.0,3,0,2023-11-04
TXN_1135761,0,3,9.0,3,0,2023-01-30
TXN_8558404,5,4,20.0,3,1,2023-07-15
TXN_8430735,4,2,6.0,0,0,2023-10-25
TXN_8279865,4,1,3.0,1,0,2023-07-18
TXN_5906520,5,2,10.0,0,0,2023-01-31
TXN_8250427,2,4,8.0,2,0,2023-09-15
TXN_9928337,4,1,3.0,0,2,2023-11-05
TXN_7008306,5,2,10.0,0,0,2023-04-11
TXN_5603538,4,3,9.0,1,0,2023-02-15
TXN_7368648,8,1,1.5,3,1,2023-03-09
TXN_6220542,4,3,9.0,0,2,2023-03-24
TXN_3299535,2,3,6.0,0,2,2023-11-16
TXN_1217959,4,2,6.0,3,2,2023-07-28
TXN_4390633,8,2,3.0,0,0,2023-10-17
TXN_5052998,4,3,9.0,2,0,2023-10-07
TXN_5171332,8,5,7.5,1,2,2023-02-05
TXN_4798484,4,3,9.0,0,1,2023-08-09
TXN_7905741,3,5,5.0,2,0,2023-02-08
TXN_6369875,8,5,7.5,1,0,2023-10-04
TXN_7840162,3,5,5.0,1,2,2023-02-27
TXN_9069297,3,4,4.0,2,1,2023-01-27
TXN_5017038,6,3,12.0,0,0,2023-05-25
TXN_6748453,6,5,20.0,0,1,2023-05-08
TXN_1678985,4,2,6.0,1,1,2023-07-16
TXN_6697669,1,5,15.0,1,0,2023-01-03
TXN_3131555,6,2,8.0,1,2,2023-12-04
TXN_1617029,5,4,20.0,1,2,2023-05-15
TXN_7785297,3,3,3.0,1,0,2023-12-06
TXN_9432588,2,5,10.0,0,0,2023-07-26
TXN_3313000,2,5,10.0,2,1,2023-01-08
TXN_3120023,3,3,3.0,1,1,2023-09-30
TXN_7483257,6,2,8.0,3,2,2023-06-05
TXN_3430842,3,2,2.0,1,2,2023-08-02
TXN_9622300,5,1,5.0,1,2,2023-06-23
TXN_8822610,1,4,12.0,0,2,2023-08-05
TXN_8005089,5,4,20.0,0,0,2023-06-10
TXN_7009420,6,5,20.0,0,2,2023-07-07
TXN_5118667,2,4,8.0,1,1,2023-12-12
TXN_6533180,2,5,10.0,0,2,2023-05-03
TXN_6989438,6,4,16.0,1,2,2023-12-17
TXN_3894820,6,5,20.0,3,2,
TXN_7003185,8,2,3.0,0,0,2023-06-03
TXN_1139495,5,3,15.0,3,0,2023-02-19
TXN_1256536,5,1,5.0,0,2,2023-12-16
TXN_6437055,1,1,3.0,0,0,2023-10-22
TXN_6212975,0,1,4.0,2,2,2023-06-08
TXN_4223466,4,4,12.0,3,2,2023-05-31
TXN_6684202,6,1,4.0,0,0,2023-07-31
TXN_7279066,0,5,15.0,3,2,2023-09-09
TXN_5032114,6,2,8.0,0,0,2023-05-31
TXN_3411281,1,2,6.0,0,0,2023-09-29
TXN_6608817,6,5,20.0,2,2,2023-07-17
TXN_4258943,6,2,8.0,2,1,2023-01-02
TXN_1897660,8,3,4.5,3,1,
TXN_9774691,1,3,9.0,2,2,2023-04-11
TXN_8556230,3,5,5.0,1,1,2023-05-21
TXN_1522430,7,3,12.0,2,0,2023-12-06
TXN_2797077,5,2,10.0,0,2,2023-07-04
TXN_7666909,4,4,12.0,2,2,2023-08-29
TXN_9365558,5,4,20.0,2,2,2023-02-12
TXN_6837601,5,1,5.0,3,2,2023-02-05
TXN_1713983,5,2,10.0,1,1,2023-05-11
TXN_4674417,3,5,5.0,3,2,2023-07-03
TXN_4641838,3,5,5.0,2,0,2023-04-30
TXN_9315119,5,2,10.0,0,2,2023-06-16
TXN_2552405,4,5,15.0,2,0,2023-06-22
TXN_3465980,3,4,4.0,1,2,2023-07-08
TXN_4220189,8,1,1.5,0,2,2023-08-16
TXN_7343905,1,1,3.0,3,1,2023-01-17
TXN_9813938,6,5,20.0,1,0,2023-06-30
TXN_6129460,4,5,15.0,1,0,2023-11-19
TXN_9470590,5,1,5.0,2,2,2023-04-11
TXN_7212607,2,3,6.0,3,1,2023-08-06
TXN_8384628,5,3,15.0,2,2,2023-08-22
TXN_4200340,1,5,15.0,1,2,2023-07-06
TXN_9349052,0,4,12.0,1,0,2023-10-31
TXN_9749434,1,5,15.0,2,2,
TXN_2693584,3,3,3.0,0,0,2023-10-28
TXN_4778105,4,4,12.0,3,1,2023-10-08
TXN_7804488,3,2,2.0,3,0,2023-11-28
TXN_4674667,2,2,4.0,0,2,2023-05-24
TXN_8832852,6,5,20.0,0,2,
TXN_4278785,5,3,15.0,1,1,2023-04-29
TXN_4462052,3,1,1.0,1,1,2023-10-12
TXN_3379368,1,5,15.0,2,0,2023-05-26
TXN_7651864,7,4,16.0,3,0,2023-04-29
TXN_7089173,4,1,3.0,3,0,2023-01-14
TXN_1906642,3,4,4.0,0,2,2023-06-06
TXN_5410349,0,5,15.0,2,2,2023-03-05
TXN_5234368,2,3,6.0,3,0,2023-06-10
TXN_5544904,5,5,25.0,0,0,2023-04-19
TXN_3376958,5,4,20.0,0,1,2023-10-31
TXN_5446085,2,3,6.0,3,0,2023-09-16
TXN_9676940,4,2,6.0,2,2,2023-08-16
TXN_2371941,4,2,6.0,1,0,2023-01-26
TXN_8980774,8,4,6.0,0,1,
TXN_5708913,1,2,6.0,1,1,2023-04-29
TXN_6310726,3,3,3.0,2,0,2023-03-30
TXN_4096816,2,3,6.0,3,2,2023-11-02
TXN_7451083,2,1,2.0,3,0,2023-06-24
TXN_5132082,5,5,25.0,0,0,2023-10-08
TXN_7323040,3,3,3.0,0,2,2023-11-09
TXN_9176418,7,1,4.0,3,2,2023-03-02
TXN_9702662,0,4,16.0,0,2,2023-07-10
TXN_7612618,7,4,16.0,2,0,2023-04-12
TXN_7321789,4,3,9.0,3,2,2023-05-10
TXN_3679126,3,1,1.0,1,0,2023-07-15
TXN_2008137,2,4,8.0,0,0,2023-10-07
TXN_2622670,1,5,15.0,3,0,2023-01-28
TXN_4791105,0,3,12.0,0,2,2023-05-18
TXN_6882819,0,1,3.0,1,0,2023-08-21
TXN_2152670,8,3,4.5,2,1,2023-12-24
TXN_3482117,6,2,8.0,0,0,2023-07-18
TXN_1843989,3,5,5.0,0,2,2023-07-19
TXN_4943715,2,5,10.0,3,0,2023-10-06
TXN_8571836,4,3,9.0,1,0,2023-12-27
TXN_2544176,8,3,4.5,0,2,2023-12-19
TXN_1589264,5,2,10.0,1,0,2023-07-26
TXN_1379209,8,5,7.5,0,1,2023-02-06
TXN_2515920,0,3,9.0,1,1,2023-10-02
TXN_6496099,2,5,10.0,3,0,2023-07-21
TXN_8696065,7,3,12.0,2,1,2023-11-04
TXN_4746320,3,2,2.0,0,2,2023-04-02
TXN_1250407,3,1,1.0,2,2,2023-11-21
TXN_1617476,1,2,6.0,3,1,2023-02-10
TXN_4196578,8,2,3.0,2,0,2023-06-26
TXN_9725461,7,3,12.0,2,1,2023-11-25
TXN_2975443,5,5,25.0,0,2,2023-12-31
TXN_1000555,8,1,1.5,2,1,2023-10-19
TXN_1622411,5,2,10.0,0,2,2023-07-23
TXN_9429128,2,4,8.0,2,1,2023-12-19
TXN_1056277,3,5,5.0,0,0,2023-02-06
TXN_4801617,4,5,15.0,0,0,2023-04-02
TXN_1365285,4,5,15.0,2,0,2023-06-11
TXN_3189677,7,1,4.0,0,0,2023-01-11
TXN_3375399,3,1,1.0,3,2,2023-05-21
TXN_9315755,1,5,15.0,1,2,2023-09-26
TXN_6853678,3,4,4.0,3,0,2023-07-23
TXN_6530886,2,1,2.0,2,0,2023-10-21
TXN_3530720,7,5,20.0,3,1,2023-10-18
TXN_3716067,8,5,7.5,2,1,
TXN_1410102,5,1,5.0,1,1,2023-06-23
TXN_6977098,4,5,15.0,2,1,2023-06-09
TXN_7735237,1,2,6.0,3,1,2023-01-13
TXN_7510766,2,3,6.0,0,1,2023-07-24
TXN_3352256,6,2,8.0,0,2,2023-09-08
TXN_8494538,1,4,12.0,0,0,2023-11-08
TXN_8676769,5,3,15.0,3,1,2023-06-16
TXN_5282529,8,5,7.5,2,2,2023-04-13
TXN_9495930,2,2,4.0,3,2,2023-10-23
TXN_3514492,4,3,9.0,3,1,2023-02-23
TXN_1349215,0,1,4.0,3,0,2023-02-06
TXN_7223646,3,5,5.0,2,0,2023-09-19
TXN_4033982,8,2,3.0,2,2,2023-01-04
TXN_1842697,0,5,15.0,0,0,2023-10-25
TXN_4227337,8,4,6.0,3,2,2023-12-15
TXN_5790213,4,3,9.0,1,0,2023-08-30
TXN_3546261,8,3,4.5,0,2,2023-03-20
TXN_7119228,0,4,12.0,3,0,2023-10-09
TXN_3334257,6,2,8.0,1,0,2023-06-10
TXN_5665767,8,4,6.0,0,0,2023-08-22
TXN_4527464,8,4,6.0,0,1,2023-08-09
TXN_1011236,1,1,3.0,1,1,2023-02-08
TXN_8293691,2,4,8.0,0,0,2023-06-30
TXN_7463011,6,2,8.0,0,1,2023-01-22
TXN_6872268,4,2,6.0,3,1,2023-01-07
TXN_3999554,2,1,2.0,2,2,2023-09-13
TXN_9942247,2,2,4.0,1,2,2023-10-15
TXN_3687300,3,2,2.0,2,1,
TXN_6113452,6,2,8.0,1,2,2023-09-21
TXN_1752617,8,5,7.5,0,2,2023-09-05
TXN_1949789,5,2,10.0,0,2,2023-11-07
TXN_7386089,6,2,8.0,0,1,2023-07-15
TXN_6751134,6,3,12.0,0,0,2023-01-12
TXN_2731270,1,1,3.0,0,2,2023-05-31
TXN_8830813,2,1,2.0,1,1,2023-06-18
TXN_2548248,1,4,12.0,0,2,2023-06-28
TXN_3026930,1,2,6.0,1,1,2023-03-23
TXN_2824366,6,4,16.0,0,1,2023-07-02
TXN_2801651,4,4,12.0,3,2,2023-07-10
TXN_5005592,2,1,2.0,2,1,2023-06-05
TXN_8284313,5,5,25.0,0,0,2023-11-20
TXN_8058026,8,1,1.5,0,2,2023-05-19
TXN_2182790,8,5,7.5,2,2,2023-05-05
TXN_7251929,5,2,10.0,3,1,2023-01-31
TXN_2145530,6,3,12.0,3,0,2023-10-08
TXN_4159861,4,1,3.0,3,0,2023-03-20
TXN_4600614,6,3,12.0,3,2,2023-01-27
TXN_1853298,3,5,5.0,2,0,2023-01-02
TXN_6600858,6,3,12.0,1,0,2023-03-27
TXN_7494793,7,5,20.0,0,2,2023-12-29
TXN_3968170,5,1,5.0,0,1,2023-08-05
TXN_4628310,4,4,12.0,2,2,2023-04-20
TXN_6110009,4,5,15.0,0,2,2023-12-26
TXN_8996187,5,2,10.0,2,1,2023-09-28
TXN_3544792,6,1,4.0,3,0,2023-06-27
TXN_2353057,1,3,9.0,0,2,2023-08-04
TXN_6013295,4,2,6.0,1,2,2023-11-07
TXN_3200195,4,3,9.0,3,1,2023-05-04
TXN_4860027,3,5,5.0,3,2,2023-07-28
TXN_3509437,0,4,16.0,0,1,2023-12-06
TXN_5442505,1,4,12.0,3,2,2023-09-07
TXN_4708410,1,4,12.0,3,1,2023-10-08
TXN_4847617,6,4,16.0,2,0,2023-08-04
TXN_1898329,1,5,15.0,1,1,2023-04-12
TXN_2508266,3,1,1.0,0,0,2023-01-28
TXN_1945918,4,2,6.0,0,0,2023-09-12
TXN_8147057,4,1,3.0,3,1,2023-08-21
TXN_9546556,0,5,15.0,1,1,2023-08-18
TXN_4935258,1,2,6.0,2,0,2023-09-14
TXN_5588239,3,1,1.0,3,2,2023-03-31
TXN_6575599,2,5,10.0,3,2,2023-10-09
TXN_9382156,8,5,7.5,0,2,2023-06-02
TXN_1229376,1,3,9.0,3,1,2023-08-14
TXN_1732216,2,3,6.0,3,2,2023-08-30
TXN_1756717,7,3,12.0,2,0,2023-01-22
TXN_8188857,1,1,3.0,0,0,2023-12-21
TXN_9783697,6,1,4.0,3,2,2023-07-14
TXN_6991253,4,3,9.0,0,1,2023-12-13
TXN_7177487,8,4,6.0,2,0,2023-09-07
TXN_8444245,0,1,3.0,1,0,2023-01-30
TXN_3224756,1,2,6.0,2,2,2023-11-20
TXN_3421456,1,1,3.0,0,0,2023-09-05
TXN_9421618,1,3,9.0,1,0,2023-02-21
TXN_9054741,4,1,3.0,2,2,2023-06-24
TXN_9063299,1,4,12.0,3,1,2023-06-15
TXN_4318159,2,4,8.0,3,0,2023-03-30
TXN_8127390,8,3,4.5,0,1,2023-01-19
TXN_9682798,1,3,9.0,1,1,2023-09-15
TXN_9716971,5,4,20.0,3,0,2023-06-21
TXN_7827797,5,3,15.0,0,2,2023-06-30
TXN_4343391,3,5,5.0,1,2,2023-06-01
TXN_6877186,3,2,2.0,2,1,2023-12-05
TXN_8162049,6,1,4.0,3,0,
TXN_6559173,7,5,20.0,0,0,2023-08-09
TXN_9818498,7,3,12.0,2,2,2023-09-01
TXN_2520102,2,1,2.0,3,0,2023-03-08
TXN_9155044,6,3,12.0,2,1,2023-02-28
TXN_5625110,5,3,15.0,3,2,2023-11-07
TXN_3923375,1,5,15.0,2,0,
TXN_8706498,7,5,20.0,0,0,2023-05-08
TXN_1188596,4,1,3.0,1,0,2023-10-24
TXN_8085790,3,4,4.0,1,2,2023-10-27
TXN_3113823,5,5,25.0,3,1,2023-03-01
TXN_3423451,5,4,20.0,1,0,2023-10-11
TXN_8010863,2,2,4.0,0,0,2023-06-30
